protein_1,protein_2,label
511145.b1717,511145.b3316,1
511145.b3298,511145.b3981,1
511145.b0435,511145.b0849,1
511145.b1717,511145.b3230,1
511145.b3311,511145.b3981,1
511145.b3294,511145.b3314,1
511145.b3318,511145.b3321,1
511145.b3165,511145.b3981,1
511145.b3636,511145.b3981,1
511145.b3783,511145.b4172,1
511145.b0296,511145.b3309,1
511145.b0172,511145.b3306,1
511145.b0023,511145.b3341,1
511145.b3185,511145.b3936,1
511145.b3203,511145.b3230,1
511145.b3186,511145.b3321,1
511145.b3165,511145.b3287,1
511145.b1717,511145.b3317,1
511145.b3231,511145.b3303,1
511145.b2606,511145.b3305,1
511145.b3296,511145.b3299,1
511145.b3165,511145.b3305,1
511145.b3302,511145.b3315,1
511145.b3308,511145.b3309,1
511145.b3305,511145.b3320,1
511145.b1718,511145.b3316,1
511145.b1717,511145.b3307,1
511145.b3311,511145.b3318,1
511145.b0296,511145.b3312,1
511145.b0884,511145.b3311,1
511145.b0051,511145.b3298,1
511145.b2198,511145.b2200,1
511145.b1089,511145.b3341,1
511145.b1089,511145.b3317,1
511145.b3165,511145.b3341,1
511145.b3185,511145.b3298,1
511145.b2276,511145.b2279,1
511145.b0172,511145.b3310,1
511145.b3311,511145.b3315,1
511145.b2620,511145.b3299,1
511145.b3838,511145.b3839,1
511145.b1889,511145.b1890,1
511145.b3309,511145.b3637,1
511145.b3294,511145.b3983,1
511145.b1716,511145.b3203,1
511145.b3175,511145.b3300,1
511145.b3298,511145.b3301,1
511145.b3296,511145.b3936,1
511145.b3302,511145.b4147,1
511145.b3298,511145.b3313,1
511145.b0023,511145.b3304,1
511145.b0721,511145.b0724,1
511145.b3305,511145.b3936,1
511145.b3985,511145.b4506,1
511145.b2185,511145.b3299,1
511145.b3313,511145.b3984,1
511145.b3297,511145.b3303,1
511145.b3065,511145.b3296,1
511145.b0424,511145.b3321,1
511145.b3311,511145.b4202,1
511145.b2620,511145.b3065,1
511145.b3303,511145.b3649,1
511145.b0169,511145.b0170,1
511145.b2610,511145.b3320,1
511145.b3636,511145.b3984,1
511145.b3304,511145.b3982,1
511145.b2696,511145.b4172,1
511145.b1089,511145.b3231,1
511145.b3316,511145.b3984,1
511145.b3203,511145.b3308,1
511145.b0296,511145.b3984,1
511145.b1717,511145.b3703,1
511145.b3294,511145.b3305,1
511145.b3296,511145.b3342,1
511145.b0093,511145.b3321,1
511145.b3297,511145.b4203,1
511145.b3341,511145.b3985,1
511145.b0023,511145.b3305,1
511145.b3303,511145.b3314,1
511145.b1717,511145.b3295,1
511145.b0023,511145.b3321,1
511145.b0911,511145.b1089,1
511145.b2595,511145.b2617,1
511145.b1716,511145.b3310,1
511145.b2423,511145.b3917,1
511145.b3065,511145.b3985,1
511145.b3065,511145.b3320,1
511145.b3306,511145.b3636,1
511145.b3294,511145.b3304,1
511145.b3185,511145.b3317,1
511145.b1717,511145.b3981,1
511145.b2606,511145.b3294,1
511145.b2606,511145.b4202,1
511145.b3341,511145.b3982,1
511145.b0172,511145.b3297,1
511145.b1717,511145.b3304,1
511145.b3313,511145.b3318,1
511145.b2620,511145.b3302,1
511145.b3301,511145.b3318,1
511145.b0296,511145.b3296,1
511145.b3297,511145.b3703,1
511145.b3230,511145.b3294,1
511145.b3296,511145.b3703,1
511145.b3315,511145.b4173,1
511145.b0172,511145.b3936,1
511145.b1717,511145.b3318,1
511145.b3306,511145.b3341,1
511145.b0637,511145.b3315,1
511145.b1211,511145.b3231,1
511145.b0296,511145.b2185,1
511145.b3305,511145.b3649,1
511145.b3065,511145.b4147,1
511145.b3230,511145.b3301,1
511145.b3294,511145.b3649,1
511145.b1089,511145.b3307,1
511145.b3636,511145.b3936,1
511145.b3301,511145.b3321,1
511145.b2609,511145.b3231,1
511145.b3231,511145.b3703,1
511145.b0169,511145.b2620,1
511145.b3296,511145.b3649,1
511145.b3636,511145.b3982,1
511145.b3307,511145.b3317,1
511145.b1094,511145.b3301,1
511145.b0296,511145.b3203,1
511145.b3303,511145.b3981,1
511145.b3165,511145.b3985,1
511145.b1716,511145.b3341,1
511145.b3302,511145.b3305,1
511145.b3230,511145.b3298,1
511145.b0023,511145.b3985,1
511145.b3303,511145.b3636,1
511145.b3065,511145.b3287,1
511145.b3165,511145.b3186,1
511145.b3203,511145.b3302,1
511145.b3165,511145.b3310,1
511145.b3320,511145.b3321,1
511145.b3294,511145.b3308,1
511145.b3185,511145.b3637,1
511145.b3637,511145.b3983,1
511145.b3313,511145.b3341,1
511145.b1716,511145.b3936,1
511145.b2185,511145.b3297,1
511145.b2606,511145.b3313,1
511145.b2285,511145.b2287,1
511145.b3298,511145.b3311,1
511145.b3320,511145.b3649,1
511145.b1716,511145.b3230,1
511145.b0723,511145.b4153,1
511145.b1089,511145.b2567,1
511145.b3185,511145.b3982,1
511145.b0066,511145.b0068,1
511145.b1717,511145.b3185,1
511145.b1716,511145.b3649,1
511145.b3304,511145.b3985,1
511145.b3203,511145.b3342,1
511145.b0437,511145.b3228,1
511145.b3559,511145.b3560,1
511145.b0169,511145.b3308,1
511145.b2185,511145.b3981,1
511145.b3231,511145.b3312,1
511145.b3306,511145.b3318,1
511145.b0296,511145.b3305,1
511145.b3299,511145.b3300,1
511145.b1716,511145.b3185,1
511145.b3636,511145.b3649,1
511145.b3175,511145.b3302,1
511145.b2606,511145.b3186,1
511145.b3231,511145.b4203,1
511145.b3311,511145.b3314,1
511145.b3230,511145.b3649,1
511145.b1389,511145.b1390,1
511145.b0093,511145.b3165,1
511145.b3316,511145.b3342,1
511145.b0172,511145.b3185,1
511145.b3298,511145.b3637,1
511145.b3317,511145.b3936,1
511145.b0014,511145.b0015,1
511145.b0169,511145.b3231,1
511145.b0884,511145.b1282,1
511145.b3320,511145.b3342,1
511145.b0093,511145.b3297,1
511145.b0051,511145.b3316,1
511145.b0169,511145.b1717,1
511145.b3308,511145.b3984,1
511145.b3165,511145.b3984,1
511145.b3299,511145.b3984,1
511145.b0637,511145.b3320,1
511145.b1089,511145.b3165,1
511145.b3231,511145.b4202,1
511145.b3315,511145.b3321,1
511145.b3185,511145.b3306,1
511145.b1717,511145.b3341,1
511145.b2279,511145.b2287,1
511145.b2620,511145.b3936,1
511145.b3297,511145.b3311,1
511145.b3175,511145.b3983,1
511145.b0424,511145.b3316,1
511145.b2606,511145.b3304,1
511145.b3294,511145.b3302,1
511145.b3314,511145.b3936,1
511145.b3303,511145.b3304,1
511145.b1717,511145.b3308,1
511145.b2609,511145.b3316,1
511145.b3304,511145.b3649,1
511145.b3301,511145.b3320,1
511145.b3230,511145.b3310,1
511145.b2891,511145.b3304,1
511145.b3309,511145.b3311,1
511145.b2891,511145.b3636,1
511145.b3703,511145.b3983,1
511145.b3302,511145.b3984,1
511145.b1717,511145.b3231,1
511145.b3311,511145.b3316,1
511145.b3342,511145.b3984,1
511145.b3203,511145.b3321,1
511145.b2606,511145.b3984,1
511145.b1716,511145.b3308,1
511145.b0023,511145.b3316,1
511145.b0721,511145.b4153,1
511145.b0296,511145.b3983,1
511145.b0637,511145.b3301,1
511145.b3299,511145.b3981,1
511145.b3297,511145.b3320,1
511145.b2620,511145.b3314,1
511145.b0169,511145.b3307,1
511145.b3301,511145.b3314,1
511145.b0172,511145.b3294,1
511145.b1718,511145.b3321,1
511145.b3298,511145.b3986,1
511145.b3299,511145.b3464,1
511145.b3986,511145.b4202,1
511145.b3703,511145.b3704,1
511145.b1211,511145.b3637,1
511145.b3230,511145.b3313,1
511145.b3304,511145.b3983,1
511145.b3230,511145.b4202,1
511145.b3165,511145.b3301,1
511145.b1211,511145.b3341,1
511145.b3297,511145.b3649,1
511145.b3231,511145.b3297,1
511145.b3186,511145.b3311,1
511145.b1094,511145.b3231,1
511145.b0023,511145.b3988,1
511145.b3703,511145.b3986,1
511145.b2620,511145.b3637,1
511145.b2606,511145.b3203,1
511145.b0296,511145.b3318,1
511145.b3298,511145.b3304,1
511145.b1089,511145.b4147,1
511145.b3308,511145.b3982,1
511145.b3065,511145.b3312,1
511145.b3313,511145.b3319,1
511145.b2620,511145.b3313,1
511145.b3461,511145.b3649,1
511145.b3231,511145.b3321,1
511145.b3230,511145.b3311,1
511145.b2185,511145.b3185,1
511145.b2894,511145.b3811,1
511145.b1089,511145.b3186,1
511145.b1117,511145.b1118,1
511145.b0144,511145.b3304,1
511145.b3185,511145.b3983,1
511145.b3314,511145.b4202,1
511145.b0172,511145.b3316,1
511145.b3297,511145.b3304,1
511145.b3303,511145.b3318,1
511145.b0023,511145.b3311,1
511145.b3298,511145.b3303,1
511145.b0779,511145.b1913,1
511145.b3185,511145.b3984,1
511145.b3303,511145.b4202,1
511145.b3065,511145.b3301,1
511145.b3294,511145.b3321,1
511145.b2569,511145.b3185,1
511145.b3317,511145.b3320,1
511145.b3307,511145.b3982,1
511145.b3303,511145.b3936,1
511145.b3230,511145.b3984,1
511145.b2609,511145.b3296,1
511145.b3186,511145.b3310,1
511145.b3301,511145.b3305,1
511145.b3321,511145.b3986,1
511145.b2620,511145.b3321,1
511145.b3186,511145.b3319,1
511145.b3302,511145.b3982,1
511145.b1717,511145.b2609,1
511145.b3302,511145.b3319,1
511145.b3315,511145.b3981,1
511145.b0023,511145.b3296,1
511145.b1077,511145.b1078,1
511145.b2572,511145.b3228,1
511145.b3649,511145.b3995,1
511145.b3321,511145.b3341,1
511145.b3231,511145.b3302,1
511145.b0169,511145.b3315,1
511145.b3301,511145.b3310,1
511145.b3313,511145.b3342,1
511145.b2891,511145.b3320,1
511145.b1075,511145.b1076,1
511145.b3305,511145.b3636,1
511145.b3302,511145.b3318,1
511145.b3302,511145.b3307,1
511145.b3316,511145.b3986,1
511145.b3737,511145.b3738,1
511145.b3185,511145.b3320,1
511145.b3231,511145.b3301,1
511145.b3313,511145.b3983,1
511145.b3287,511145.b3341,1
511145.b2279,511145.b2288,1
511145.b3309,511145.b3318,1
511145.b1282,511145.b3297,1
511145.b3304,511145.b4173,1
511145.b0296,511145.b3311,1
511145.b0191,511145.b3297,1
511145.b3185,511145.b3287,1
511145.b3230,511145.b3637,1
511145.b3306,511145.b4147,1
511145.b0723,511145.b0724,1
511145.b3703,511145.b3982,1
511145.b3305,511145.b3314,1
511145.b3316,511145.b3981,1
511145.b3302,511145.b4202,1
511145.b3316,511145.b3319,1
511145.b3186,511145.b3636,1
511145.b3425,511145.b4142,1
511145.b1717,511145.b3165,1
511145.b0191,511145.b3299,1
511145.b3065,511145.b3983,1
511145.b3186,511145.b3230,1
511145.b3065,511145.b3186,1
511145.b2609,511145.b3314,1
511145.b3165,511145.b3308,1
511145.b3936,511145.b3986,1
511145.b3231,511145.b3298,1
511145.b2569,511145.b3341,1
511145.b3302,511145.b3649,1
511145.b1716,511145.b3637,1
511145.b1211,511145.b3230,1
511145.b3310,511145.b4203,1
511145.b0172,511145.b1716,1
511145.b2891,511145.b3302,1
511145.b3649,511145.b3936,1
511145.b0172,511145.b3302,1
511145.b3462,511145.b3463,1
511145.b3183,511145.b3186,1
511145.b3185,511145.b3341,1
511145.b3298,511145.b3307,1
511145.b1716,511145.b3321,1
511145.b3341,511145.b3636,1
511145.b2567,511145.b2606,1
511145.b0051,511145.b3342,1
511145.b3231,511145.b3936,1
511145.b3303,511145.b3310,1
511145.b2526,511145.b2529,1
511145.b3295,511145.b3705,1
511145.b0191,511145.b3310,1
511145.b3317,511145.b3986,1
511145.b3984,511145.b4147,1
511145.b4097,511145.b4100,1
511145.b3165,511145.b3307,1
511145.b1089,511145.b3296,1
511145.b0023,511145.b1716,1
511145.b3298,511145.b3319,1
511145.b0023,511145.b3298,1
511145.b1089,511145.b1211,1
511145.b0296,511145.b3294,1
511145.b3342,511145.b3985,1
511145.b3203,511145.b3316,1
511145.b3317,511145.b4202,1
511145.b3301,511145.b3303,1
511145.b3299,511145.b3314,1
511145.b0172,511145.b3317,1
511145.b2891,511145.b3297,1
511145.b3311,511145.b3313,1
511145.b1717,511145.b2606,1
511145.b2609,511145.b3186,1
511145.b3185,511145.b3319,1
511145.b0884,511145.b3303,1
511145.b0093,511145.b2609,1
511145.b3315,511145.b3984,1
511145.b3984,511145.b4202,1
511145.b3637,511145.b3936,1
511145.b3296,511145.b3986,1
511145.b1211,511145.b3065,1
511145.b3309,511145.b3321,1
511145.b3165,511145.b3296,1
511145.b0023,511145.b3230,1
511145.b1089,511145.b3305,1
511145.b3185,511145.b3296,1
511145.b3736,511145.b3737,1
511145.b3308,511145.b3983,1
511145.b0911,511145.b3341,1
511145.b3183,511145.b3231,1
511145.b2185,511145.b3342,1
511145.b3296,511145.b4202,1
511145.b3304,511145.b3703,1
511145.b1717,511145.b3298,1
511145.b3302,511145.b3308,1
511145.b3315,511145.b3637,1
511145.b1211,511145.b3703,1
511145.b3186,511145.b3304,1
511145.b3297,511145.b3313,1
511145.b3315,511145.b3320,1
511145.b0023,511145.b3340,1
511145.b2609,511145.b3298,1
511145.b3302,511145.b3983,1
511145.b2185,511145.b3298,1
511145.b3298,511145.b3320,1
511145.b3299,511145.b3301,1
511145.b0724,511145.b4154,1
511145.b3294,511145.b3986,1
511145.b3228,511145.b3932,1
511145.b1717,511145.b3314,1
511145.b3230,511145.b3314,1
511145.b3312,511145.b3936,1
511145.b1882,511145.b1946,1
511145.b1716,511145.b3636,1
511145.b2185,511145.b3307,1
511145.b4097,511145.b4101,1
511145.b2620,511145.b3294,1
511145.b3313,511145.b3982,1
511145.b1116,511145.b1117,1
511145.b4096,511145.b4100,1
511145.b3319,511145.b3341,1
511145.b3169,511145.b3637,1
511145.b0637,511145.b3317,1
511145.b3186,511145.b3315,1
511145.b2609,511145.b3306,1
511145.b1716,511145.b3981,1
511145.b0172,511145.b3303,1
511145.b0169,511145.b2567,1
511145.b3296,511145.b3316,1
511145.b3316,511145.b3982,1
511145.b0093,511145.b2748,1
511145.b1389,511145.b1391,1
511145.b3231,511145.b3637,1
511145.b3298,511145.b3317,1
511145.b2620,511145.b3983,1
511145.b0194,511145.b0243,1
511145.b3231,511145.b3308,1
511145.b3186,511145.b3983,1
511145.b0422,511145.b2509,1
511145.b0144,511145.b3308,1
511145.b1716,511145.b2620,1
511145.b0023,511145.b3314,1
511145.b2185,511145.b3936,1
511145.b3230,511145.b3316,1
511145.b2606,511145.b3318,1
511145.b3305,511145.b3307,1
511145.b0296,511145.b3301,1
511145.b2185,511145.b4202,1
511145.b3316,511145.b3649,1
511145.b3183,511145.b3313,1
511145.b1089,511145.b3985,1
511145.b3165,511145.b3303,1
511145.b3314,511145.b3703,1
511145.b3064,511145.b4168,1
511145.b2620,511145.b3305,1
511145.b3295,511145.b3636,1
511145.b3342,511145.b4203,1
511145.b2280,511145.b2285,1
511145.b0296,511145.b3320,1
511145.b0172,511145.b3299,1
511145.b1089,511145.b3312,1
511145.b3301,511145.b3986,1
511145.b3304,511145.b3310,1
511145.b2569,511145.b3316,1
511145.b3300,511145.b3308,1
511145.b3314,511145.b3636,1
511145.b1717,511145.b2185,1
511145.b2609,511145.b3230,1
511145.b3296,511145.b3301,1
511145.b2606,511145.b3312,1
511145.b3321,511145.b3982,1
511145.b3231,511145.b3314,1
511145.b3185,511145.b3981,1
511145.b3309,511145.b3981,1
511145.b3314,511145.b4203,1
511145.b3231,511145.b3311,1
511145.b0884,511145.b3306,1
511145.b3203,511145.b3637,1
511145.b3649,511145.b3983,1
511145.b2280,511145.b2286,1
511145.b3294,511145.b4506,1
511145.b3318,511145.b3985,1
511145.b2620,511145.b3636,1
511145.b3321,511145.b4203,1
511145.b3341,511145.b3983,1
511145.b3309,511145.b3342,1
511145.b0722,511145.b0728,1
511145.b3165,511145.b3637,1
511145.b3230,511145.b3306,1
511145.b1716,511145.b3296,1
511145.b0145,511145.b3649,1
511145.b3186,511145.b4203,1
511145.b2198,511145.b2201,1
511145.b3703,511145.b4173,1
511145.b2567,511145.b3341,1
511145.b3308,511145.b3312,1
511145.b2891,511145.b3312,1
511145.b1211,511145.b2609,1
511145.b3306,511145.b3983,1
511145.b3305,511145.b3637,1
511145.b3649,511145.b3985,1
511145.b3203,511145.b3231,1
511145.b2185,511145.b3310,1
511145.b3304,511145.b3984,1
511145.b2620,511145.b3297,1
511145.b1717,511145.b3319,1
511145.b3297,511145.b3314,1
511145.b3303,511145.b3309,1
511145.b3320,511145.b3636,1
511145.b3981,511145.b4202,1
511145.b0172,511145.b2606,1
511145.b3302,511145.b3312,1
511145.b0172,511145.b3231,1
511145.b3318,511145.b3936,1
511145.b3318,511145.b3341,1
511145.b3308,511145.b3321,1
511145.b3301,511145.b3312,1
511145.b2609,511145.b3297,1
511145.b0172,511145.b3304,1
511145.b2891,511145.b3341,1
511145.b3309,511145.b3314,1
511145.b2200,511145.b3201,1
511145.b2609,511145.b3986,1
511145.b3316,511145.b4161,1
511145.b2606,511145.b3985,1
511145.b3727,511145.b3728,1
511145.b3308,511145.b3341,1
511145.b0472,511145.b2699,1
511145.b1858,511145.b1859,1
511145.b1718,511145.b3306,1
511145.b2179,511145.b2180,1
511145.b2606,511145.b3982,1
511145.b3301,511145.b3313,1
511145.b1090,511145.b3059,1
511145.b0144,511145.b3320,1
511145.b3313,511145.b3464,1
511145.b3304,511145.b3305,1
511145.b3295,511145.b3936,1
511145.b3984,511145.b3985,1
511145.b3175,511145.b3703,1
511145.b3320,511145.b3703,1
511145.b0169,511145.b1718,1
511145.b3186,511145.b3303,1
511145.b1208,511145.b2746,1
511145.b0093,511145.b3065,1
511145.b3165,511145.b3297,1
511145.b3309,511145.b3312,1
511145.b2569,511145.b3297,1
511145.b2608,511145.b3316,1
511145.b0172,511145.b3983,1
511145.b3317,511145.b3318,1
511145.b3464,511145.b4203,1
511145.b0884,511145.b3165,1
511145.b0169,511145.b3313,1
511145.b2606,511145.b3309,1
511145.b3186,511145.b3298,1
511145.b3297,511145.b3981,1
511145.b3321,511145.b3984,1
511145.b0168,511145.b3310,1
511145.b3294,511145.b3307,1
511145.b2891,511145.b3315,1
511145.b0023,511145.b3231,1
511145.b1860,511145.b1863,1
511145.b2185,511145.b3637,1
511145.b2185,511145.b3649,1
511145.b3203,511145.b3313,1
511145.b3230,511145.b3983,1
511145.b3165,511145.b3231,1
511145.b3065,511145.b4203,1
511145.b3295,511145.b3303,1
511145.b2979,511145.b4468,1
511145.b3303,511145.b3315,1
511145.b1089,511145.b3464,1
511145.b3321,511145.b3842,1
511145.b2185,511145.b3636,1
511145.b0093,511145.b3983,1
511145.b3312,511145.b3637,1
511145.b0733,511145.b0979,1
511145.b3299,511145.b3319,1
511145.b2741,511145.b4172,1
511145.b3312,511145.b3320,1
511145.b3311,511145.b3341,1
511145.b1089,511145.b2185,1
511145.b3230,511145.b4375,1
511145.b0169,511145.b3303,1
511145.b1089,511145.b4203,1
511145.b0492,511145.b2319,1
511145.b2185,511145.b3316,1
511145.b3175,511145.b3981,1
511145.b3297,511145.b3312,1
511145.b3230,511145.b3303,1
511145.b3302,511145.b4375,1
511145.b3300,511145.b3307,1
511145.b2620,511145.b3311,1
511145.b1094,511145.b2563,1
511145.b3296,511145.b3981,1
511145.b2891,511145.b3313,1
511145.b0728,511145.b0729,1
511145.b3297,511145.b3982,1
511145.b3310,511145.b3315,1
511145.b2567,511145.b3313,1
511145.b3341,511145.b4203,1
511145.b2606,511145.b4203,1
511145.b0169,511145.b3310,1
511145.b2277,511145.b2278,1
511145.b3311,511145.b3636,1
511145.b3342,511145.b3982,1
511145.b1282,511145.b3341,1
511145.b3302,511145.b3986,1
511145.b0023,511145.b3983,1
511145.b1716,511145.b2606,1
511145.b3294,511145.b3637,1
511145.b0191,511145.b3306,1
511145.b3636,511145.b4147,1
511145.b3186,511145.b3649,1
511145.b3287,511145.b3309,1
511145.b2567,511145.b3303,1
511145.b1716,511145.b3298,1
511145.b3308,511145.b3317,1
511145.b3309,511145.b4203,1
511145.b0023,511145.b3186,1
511145.b0023,511145.b3981,1
511145.b3230,511145.b3981,1
511145.b3230,511145.b3297,1
511145.b3297,511145.b3308,1
511145.b0169,511145.b3312,1
511145.b2185,511145.b3321,1
511145.b3304,511145.b3306,1
511145.b3703,511145.b4147,1
511145.b3302,511145.b3314,1
511145.b1717,511145.b3311,1
511145.b3310,511145.b3464,1
511145.b3065,511145.b3984,1
511145.b2567,511145.b3231,1
511145.b3315,511145.b3983,1
511145.b3287,511145.b3936,1
511145.b3298,511145.b3982,1
511145.b0023,511145.b3986,1
511145.b3175,511145.b3301,1
511145.b3982,511145.b4202,1
511145.b0736,511145.b1094,1
511145.b3185,511145.b3301,1
511145.b3317,511145.b3321,1
511145.b3637,511145.b3986,1
511145.b3065,511145.b3319,1
511145.b3296,511145.b3308,1
511145.b0023,511145.b3309,1
511145.b0023,511145.b0051,1
511145.b0169,511145.b3298,1
511145.b3295,511145.b3307,1
511145.b3313,511145.b3317,1
511145.b3311,511145.b3649,1
511145.b0296,511145.b2609,1
511145.b3165,511145.b3983,1
511145.b3637,511145.b3982,1
511145.b2606,511145.b2620,1
511145.b3307,511145.b3320,1
511145.b1863,511145.b3811,1
511145.b3313,511145.b3314,1
511145.b2185,511145.b2620,1
511145.b3230,511145.b3295,1
511145.b0172,511145.b3315,1
511145.b3298,511145.b4203,1
511145.b2282,511145.b2287,1
511145.b1718,511145.b3303,1
511145.b4153,511145.b4154,1
511145.b3306,511145.b3317,1
511145.b3305,511145.b3317,1
511145.b2280,511145.b2287,1
511145.b2620,511145.b3315,1
511145.b2609,511145.b3983,1
511145.b3186,511145.b3313,1
511145.b3311,511145.b3312,1
511145.b1947,511145.b1948,1
